field_name,form_name,section_header,field_type,field_label,select_choices_or_calculations,field_note,text_validation_type_or_show_slider_number,text_validation_min,text_validation_max,identifier,branching_logic,required_field,custom_alignment,question_number,matrix_group_name,matrix_ranking,field_annotation
fmricuffcurrpainaftfirstscancuff2,imaging_mcc2_v01,,dropdown,"<div class=""rich-text-field-label""><p style=""text-align: right;"">Cuff (double entry)</p></div>","0.0, 0.0 | 0.5, 0.5 | 1.0, 1.0 | 1.5, 1.5 | 2.0, 2.0 | 2.5, 2.5 | 3.0, 3.0 | 3.5, 3.5 | 4.0, 4.0 | 4.5, 4.5 | 5.0, 5.0 | 5.5, 5.5 | 6.0, 6.0 | 6.5, 6.5 | 7.0, 7.0 | 7.5, 7.5 | 8.0, 8.0 | 8.5, 8.5 | 9.0, 9.0 | 9.5, 9.5 | 10.0, 10.0","range: 0 - 10, allow 0.5 increments (x.x)",,,,,,,,,,,
fmri_dt_6,imaging_mcc2_v01,,descriptive,"<div class=""rich-text-field-label""><h5>After<span style=""font-weight: normal;""> first cuff fMRI scan (personalized cuff pressure):</span></h5> <p><span style=""font-weight: normal;"">Now I will ask you about the cuff pain you just experienced.</span></p></div>",,,,,,,,,,,,,
fmricuffpainbegin,imaging_mcc2_v01,,dropdown,"<div class=""rich-text-field-label""><p style=""text-align: right;"">cuff pain <span style=""text-decoration: underline;"">beginning</span></p></div>","0.0, 0.0 | 0.5, 0.5 | 1.0, 1.0 | 1.5, 1.5 | 2.0, 2.0 | 2.5, 2.5 | 3.0, 3.0 | 3.5, 3.5 | 4.0, 4.0 | 4.5, 4.5 | 5.0, 5.0 | 5.5, 5.5 | 6.0, 6.0 | 6.5, 6.5 | 7.0, 7.0 | 7.5, 7.5 | 8.0, 8.0 | 8.5, 8.5 | 9.0, 9.0 | 9.5, 9.5 | 10.0, 10.0","range: 0 - 10, allow 0.5 increments (x.x)",,,,,,,,,,,
fmricuffpainbegin2,imaging_mcc2_v01,,dropdown,"<div class=""rich-text-field-label""><p style=""text-align: right;"">cuff pain <span style=""text-decoration: underline;"">beginning</span> (double entry)</p></div>","0.0, 0.0 | 0.5, 0.5 | 1.0, 1.0 | 1.5, 1.5 | 2.0, 2.0 | 2.5, 2.5 | 3.0, 3.0 | 3.5, 3.5 | 4.0, 4.0 | 4.5, 4.5 | 5.0, 5.0 | 5.5, 5.5 | 6.0, 6.0 | 6.5, 6.5 | 7.0, 7.0 | 7.5, 7.5 | 8.0, 8.0 | 8.5, 8.5 | 9.0, 9.0 | 9.5, 9.5 | 10.0, 10.0","range: 0 - 10, allow 0.5 increments (x.x)",,,,,,,,,,,
fmricuffpainmid,imaging_mcc2_v01,,dropdown,"<div class=""rich-text-field-label""><p style=""text-align: right;"">cuff pain <span style=""text-decoration: underline;"">middle</span></p></div>","0.0, 0.0 | 0.5, 0.5 | 1.0, 1.0 | 1.5, 1.5 | 2.0, 2.0 | 2.5, 2.5 | 3.0, 3.0 | 3.5, 3.5 | 4.0, 4.0 | 4.5, 4.5 | 5.0, 5.0 | 5.5, 5.5 | 6.0, 6.0 | 6.5, 6.5 | 7.0, 7.0 | 7.5, 7.5 | 8.0, 8.0 | 8.5, 8.5 | 9.0, 9.0 | 9.5, 9.5 | 10.0, 10.0","range: 0 - 10, allow 0.5 increments (x.x)",,,,,,,,,,,
fmricuffpainmid2,imaging_mcc2_v01,,dropdown,"<div class=""rich-text-field-label""><p style=""text-align: right;"">cuff pain <span style=""text-decoration: underline;"">middle</span> (double entry)</p></div>","0.0, 0.0 | 0.5, 0.5 | 1.0, 1.0 | 1.5, 1.5 | 2.0, 2.0 | 2.5, 2.5 | 3.0, 3.0 | 3.5, 3.5 | 4.0, 4.0 | 4.5, 4.5 | 5.0, 5.0 | 5.5, 5.5 | 6.0, 6.0 | 6.5, 6.5 | 7.0, 7.0 | 7.5, 7.5 | 8.0, 8.0 | 8.5, 8.5 | 9.0, 9.0 | 9.5, 9.5 | 10.0, 10.0","range: 0 - 10, allow 0.5 increments (x.x)",,,,,,,,,,,
fmricuffpainend,imaging_mcc2_v01,,dropdown,"<div class=""rich-text-field-label""><p style=""text-align: right;"">cuff pain <span style=""text-decoration: underline;"">end</span></p></div>","0.0, 0.0 | 0.5, 0.5 | 1.0, 1.0 | 1.5, 1.5 | 2.0, 2.0 | 2.5, 2.5 | 3.0, 3.0 | 3.5, 3.5 | 4.0, 4.0 | 4.5, 4.5 | 5.0, 5.0 | 5.5, 5.5 | 6.0, 6.0 | 6.5, 6.5 | 7.0, 7.0 | 7.5, 7.5 | 8.0, 8.0 | 8.5, 8.5 | 9.0, 9.0 | 9.5, 9.5 | 10.0, 10.0","range: 0 - 10, allow 0.5 increments (x.x)",,,,,,,,,,,
fmricuffpainend2,imaging_mcc2_v01,,dropdown,"<div class=""rich-text-field-label""><p style=""text-align: right;"">cuff pain <span style=""text-decoration: underline;"">end</span> (double entry)</p></div>","0.0, 0.0 | 0.5, 0.5 | 1.0, 1.0 | 1.5, 1.5 | 2.0, 2.0 | 2.5, 2.5 | 3.0, 3.0 | 3.5, 3.5 | 4.0, 4.0 | 4.5, 4.5 | 5.0, 5.0 | 5.5, 5.5 | 6.0, 6.0 | 6.5, 6.5 | 7.0, 7.0 | 7.5, 7.5 | 8.0, 8.0 | 8.5, 8.5 | 9.0, 9.0 | 9.5, 9.5 | 10.0, 10.0","range: 0 - 10, allow 0.5 increments (x.x)",,,,,,,,,,,
fmri_dt_7,imaging_mcc2_v01,,descriptive,"<div class=""rich-text-field-label""><h5>After<span style=""font-weight: normal;""> second cuff fMRI scan (constant 120 mmHg pressure):</span></h5> <p><span style=""font-weight: normal;"">Now I will ask you about the cuff pain you just experienced.</span></p></div>",,,,,,,,,,,,,
fmricuffpaincpbegin,imaging_mcc2_v01,,dropdown,"<div class=""rich-text-field-label""><p style=""text-align: right;"">cuff pain <span style=""text-decoration: underline;"">beginning</span></p></div>","0.0, 0.0 | 0.5, 0.5 | 1.0, 1.0 | 1.5, 1.5 | 2.0, 2.0 | 2.5, 2.5 | 3.0, 3.0 | 3.5, 3.5 | 4.0, 4.0 | 4.5, 4.5 | 5.0, 5.0 | 5.5, 5.5 | 6.0, 6.0 | 6.5, 6.5 | 7.0, 7.0 | 7.5, 7.5 | 8.0, 8.0 | 8.5, 8.5 | 9.0, 9.0 | 9.5, 9.5 | 10.0, 10.0","range: 0 - 10, allow 0.5 increments (x.x)",,,,,,,,,,,
fmricuffpaincpbegin2,imaging_mcc2_v01,,dropdown,"<div class=""rich-text-field-label""><p style=""text-align: right;"">cuff pain <span style=""text-decoration: underline;"">beginning</span> (double entry)</p></div>","0.0, 0.0 | 0.5, 0.5 | 1.0, 1.0 | 1.5, 1.5 | 2.0, 2.0 | 2.5, 2.5 | 3.0, 3.0 | 3.5, 3.5 | 4.0, 4.0 | 4.5, 4.5 | 5.0, 5.0 | 5.5, 5.5 | 6.0, 6.0 | 6.5, 6.5 | 7.0, 7.0 | 7.5, 7.5 | 8.0, 8.0 | 8.5, 8.5 | 9.0, 9.0 | 9.5, 9.5 | 10.0, 10.0","range: 0 - 10, allow 0.5 increments (x.x)",,,,,,,,,,,
fmricuffpaincpmid,imaging_mcc2_v01,,dropdown,"<div class=""rich-text-field-label""><p style=""text-align: right;"">cuff pain <span style=""text-decoration: underline;"">middle</span></p></div>","0.0, 0.0 | 0.5, 0.5 | 1.0, 1.0 | 1.5, 1.5 | 2.0, 2.0 | 2.5, 2.5 | 3.0, 3.0 | 3.5, 3.5 | 4.0, 4.0 | 4.5, 4.5 | 5.0, 5.0 | 5.5, 5.5 | 6.0, 6.0 | 6.5, 6.5 | 7.0, 7.0 | 7.5, 7.5 | 8.0, 8.0 | 8.5, 8.5 | 9.0, 9.0 | 9.5, 9.5 | 10.0, 10.0","range: 0 - 10, allow 0.5 increments (x.x)",,,,,,,,,,,
fmricuffpaincpmid2,imaging_mcc2_v01,,dropdown,"<div class=""rich-text-field-label""><p style=""text-align: right;"">cuff pain <span style=""text-decoration: underline;"">middle</span> (double entry)</p></div>","0.0, 0.0 | 0.5, 0.5 | 1.0, 1.0 | 1.5, 1.5 | 2.0, 2.0 | 2.5, 2.5 | 3.0, 3.0 | 3.5, 3.5 | 4.0, 4.0 | 4.5, 4.5 | 5.0, 5.0 | 5.5, 5.5 | 6.0, 6.0 | 6.5, 6.5 | 7.0, 7.0 | 7.5, 7.5 | 8.0, 8.0 | 8.5, 8.5 | 9.0, 9.0 | 9.5, 9.5 | 10.0, 10.0","range: 0 - 10, allow 0.5 increments (x.x)",,,,,,,,,,,
fmricuffpaincpend,imaging_mcc2_v01,,dropdown,"<div class=""rich-text-field-label""><p style=""text-align: right;"">cuff pain <span style=""text-decoration: underline;"">end</span></p></div>","0.0, 0.0 | 0.5, 0.5 | 1.0, 1.0 | 1.5, 1.5 | 2.0, 2.0 | 2.5, 2.5 | 3.0, 3.0 | 3.5, 3.5 | 4.0, 4.0 | 4.5, 4.5 | 5.0, 5.0 | 5.5, 5.5 | 6.0, 6.0 | 6.5, 6.5 | 7.0, 7.0 | 7.5, 7.5 | 8.0, 8.0 | 8.5, 8.5 | 9.0, 9.0 | 9.5, 9.5 | 10.0, 10.0","range: 0 - 10, allow 0.5 increments (x.x)",,,,,,,,,,,
fmricuffpaincpend2,imaging_mcc2_v01,,dropdown,"<div class=""rich-text-field-label""><p style=""text-align: right;"">cuff pain <span style=""text-decoration: underline;"">end</span> (double entry)</p></div>","0.0, 0.0 | 0.5, 0.5 | 1.0, 1.0 | 1.5, 1.5 | 2.0, 2.0 | 2.5, 2.5 | 3.0, 3.0 | 3.5, 3.5 | 4.0, 4.0 | 4.5, 4.5 | 5.0, 5.0 | 5.5, 5.5 | 6.0, 6.0 | 6.5, 6.5 | 7.0, 7.0 | 7.5, 7.5 | 8.0, 8.0 | 8.5, 8.5 | 9.0, 9.0 | 9.5, 9.5 | 10.0, 10.0","range: 0 - 10, allow 0.5 increments (x.x)",,,,,,,,,,,
fmri_dt_8,imaging_mcc2_v01,,descriptive,"<div class=""rich-text-field-label""><h5>After<span style=""font-weight: normal;""> last resting fMRI scan:</span></h5></div>",,,,,,,,,,,,,
fmricuffpainrestscanbegin,imaging_mcc2_v01,,dropdown,"<div class=""rich-text-field-label""><p style=""text-align: right;"">cuff pain <u>beginning</u></p></div>","0.0, 0.0 | 0.5, 0.5 | 1.0, 1.0 | 1.5, 1.5 | 2.0, 2.0 | 2.5, 2.5 | 3.0, 3.0 | 3.5, 3.5 | 4.0, 4.0 | 4.5, 4.5 | 5.0, 5.0 | 5.5, 5.5 | 6.0, 6.0 | 6.5, 6.5 | 7.0, 7.0 | 7.5, 7.5 | 8.0, 8.0 | 8.5, 8.5 | 9.0, 9.0 | 9.5, 9.5 | 10.0, 10.0","range: 0 - 10, allow 0.5 increments (x.x)",,,,,,,,,,,
fmricuffpainrestscanbegin2,imaging_mcc2_v01,,dropdown,"<div class=""rich-text-field-label""><p style=""text-align: right;"">cuff pain <u>beginning</u> (double entry)</p></div>","0.0, 0.0 | 0.5, 0.5 | 1.0, 1.0 | 1.5, 1.5 | 2.0, 2.0 | 2.5, 2.5 | 3.0, 3.0 | 3.5, 3.5 | 4.0, 4.0 | 4.5, 4.5 | 5.0, 5.0 | 5.5, 5.5 | 6.0, 6.0 | 6.5, 6.5 | 7.0, 7.0 | 7.5, 7.5 | 8.0, 8.0 | 8.5, 8.5 | 9.0, 9.0 | 9.5, 9.5 | 10.0, 10.0","range: 0 - 10, allow 0.5 increments (x.x)",,,,,,,,,,,
fmricuffpainrestscanmid,imaging_mcc2_v01,,dropdown,"<div class=""rich-text-field-label""><p style=""text-align: right;"">cuff pain <u>middle</u></p></div>","0.0, 0.0 | 0.5, 0.5 | 1.0, 1.0 | 1.5, 1.5 | 2.0, 2.0 | 2.5, 2.5 | 3.0, 3.0 | 3.5, 3.5 | 4.0, 4.0 | 4.5, 4.5 | 5.0, 5.0 | 5.5, 5.5 | 6.0, 6.0 | 6.5, 6.5 | 7.0, 7.0 | 7.5, 7.5 | 8.0, 8.0 | 8.5, 8.5 | 9.0, 9.0 | 9.5, 9.5 | 10.0, 10.0","range: 0 - 10, allow 0.5 increments (x.x)",,,,,,,,,,,
fmricuffpainrestscanmid2,imaging_mcc2_v01,,dropdown,"<div class=""rich-text-field-label""><p style=""text-align: right;"">cuff pain <u>middle</u> (double entry)</p></div>","0.0, 0.0 | 0.5, 0.5 | 1.0, 1.0 | 1.5, 1.5 | 2.0, 2.0 | 2.5, 2.5 | 3.0, 3.0 | 3.5, 3.5 | 4.0, 4.0 | 4.5, 4.5 | 5.0, 5.0 | 5.5, 5.5 | 6.0, 6.0 | 6.5, 6.5 | 7.0, 7.0 | 7.5, 7.5 | 8.0, 8.0 | 8.5, 8.5 | 9.0, 9.0 | 9.5, 9.5 | 10.0, 10.0","range: 0 - 10, allow 0.5 increments (x.x)",,,,,,,,,,,
fmricuffpainrestscanend,imaging_mcc2_v01,,dropdown,"<div class=""rich-text-field-label""><p style=""text-align: right;"">cuff pain <u>end</u></p></div>","0.0, 0.0 | 0.5, 0.5 | 1.0, 1.0 | 1.5, 1.5 | 2.0, 2.0 | 2.5, 2.5 | 3.0, 3.0 | 3.5, 3.5 | 4.0, 4.0 | 4.5, 4.5 | 5.0, 5.0 | 5.5, 5.5 | 6.0, 6.0 | 6.5, 6.5 | 7.0, 7.0 | 7.5, 7.5 | 8.0, 8.0 | 8.5, 8.5 | 9.0, 9.0 | 9.5, 9.5 | 10.0, 10.0","range: 0 - 10, allow 0.5 increments (x.x)",,,,,,,,,,,
fmricuffpainrestscanend2,imaging_mcc2_v01,,dropdown,"<div class=""rich-text-field-label""><p style=""text-align: right;"">cuff pain <u>end</u> (double entry)</p></div>","0.0, 0.0 | 0.5, 0.5 | 1.0, 1.0 | 1.5, 1.5 | 2.0, 2.0 | 2.5, 2.5 | 3.0, 3.0 | 3.5, 3.5 | 4.0, 4.0 | 4.5, 4.5 | 5.0, 5.0 | 5.5, 5.5 | 6.0, 6.0 | 6.5, 6.5 | 7.0, 7.0 | 7.5, 7.5 | 8.0, 8.0 | 8.5, 8.5 | 9.0, 9.0 | 9.5, 9.5 | 10.0, 10.0","range: 0 - 10, allow 0.5 increments (x.x)",,,,,,,,,,,
fmricuffpainaftlastscanss,imaging_mcc2_v01,,dropdown,"<div class=""rich-text-field-label""><p style=""text-align: right;"">Surgical site pain</p></div>","0.0, 0.0 | 0.5, 0.5 | 1.0, 1.0 | 1.5, 1.5 | 2.0, 2.0 | 2.5, 2.5 | 3.0, 3.0 | 3.5, 3.5 | 4.0, 4.0 | 4.5, 4.5 | 5.0, 5.0 | 5.5, 5.5 | 6.0, 6.0 | 6.5, 6.5 | 7.0, 7.0 | 7.5, 7.5 | 8.0, 8.0 | 8.5, 8.5 | 9.0, 9.0 | 9.5, 9.5 | 10.0, 10.0","range: 0 - 10, allow 0.5 increments (x.x)",,,,,,,,,,,
fmricuffpainaftlastscanss2,imaging_mcc2_v01,,dropdown,"<div class=""rich-text-field-label""><p style=""text-align: right;"">Surgical site pain (double entry)</p></div>","0.0, 0.0 | 0.5, 0.5 | 1.0, 1.0 | 1.5, 1.5 | 2.0, 2.0 | 2.5, 2.5 | 3.0, 3.0 | 3.5, 3.5 | 4.0, 4.0 | 4.5, 4.5 | 5.0, 5.0 | 5.5, 5.5 | 6.0, 6.0 | 6.5, 6.5 | 7.0, 7.0 | 7.5, 7.5 | 8.0, 8.0 | 8.5, 8.5 | 9.0, 9.0 | 9.5, 9.5 | 10.0, 10.0","range: 0 - 10, allow 0.5 increments (x.x)",,,,,,,,,,,
fmricuffpainaftlastscanany,imaging_mcc2_v01,,dropdown,"<div class=""rich-text-field-label""><p style=""text-align: right;"">Body pain</p></div>","0.0, 0.0 | 0.5, 0.5 | 1.0, 1.0 | 1.5, 1.5 | 2.0, 2.0 | 2.5, 2.5 | 3.0, 3.0 | 3.5, 3.5 | 4.0, 4.0 | 4.5, 4.5 | 5.0, 5.0 | 5.5, 5.5 | 6.0, 6.0 | 6.5, 6.5 | 7.0, 7.0 | 7.5, 7.5 | 8.0, 8.0 | 8.5, 8.5 | 9.0, 9.0 | 9.5, 9.5 | 10.0, 10.0","range: 0 - 10, allow 0.5 increments (x.x)",,,,,,,,,,,
fmricuffpainaftlastscanany2,imaging_mcc2_v01,,dropdown,"<div class=""rich-text-field-label""><p style=""text-align: right;"">Body pain (double entry)</p></div>","0.0, 0.0 | 0.5, 0.5 | 1.0, 1.0 | 1.5, 1.5 | 2.0, 2.0 | 2.5, 2.5 | 3.0, 3.0 | 3.5, 3.5 | 4.0, 4.0 | 4.5, 4.5 | 5.0, 5.0 | 5.5, 5.5 | 6.0, 6.0 | 6.5, 6.5 | 7.0, 7.0 | 7.5, 7.5 | 8.0, 8.0 | 8.5, 8.5 | 9.0, 9.0 | 9.5, 9.5 | 10.0, 10.0","range: 0 - 10, allow 0.5 increments (x.x)",,,,,,,,,,,
fmricuffcompletescl,imaging_mcc2_v01,,radio,"Test Completed:","1, Yes, all scans were completed | 2, Yes, but only the scans indicated below were completed | 0, No, no scans were completed (add reason(s) to notes below)",,,,,,,,,,,,
fmricufft1yn,imaging_mcc2_v01,,yesno,"<div class=""rich-text-field-label""><p style=""text-align: right;"">T1</p></div>",,,,,,,"[fmricuffcompletescl] = '2'",,RH,,,,
fmricuffdwiyn,imaging_mcc2_v01,,yesno,"<div class=""rich-text-field-label""><p style=""text-align: right;"">DWI</p></div>",,,,,,,"[fmricuffcompletescl] = '2'",,RH,,,,
fmricuffrest1yn,imaging_mcc2_v01,,yesno,"<div class=""rich-text-field-label""><p style=""text-align: right;"">1rst Resting state</p></div>",,,,,,,"[fmricuffcompletescl] = '2'",,RH,,,,
fmricuffipyn,imaging_mcc2_v01,,yesno,"<div class=""rich-text-field-label""><p style=""text-align: right;"">fMRI individualized pressure</p></div>",,,,,,,"[fmricuffcompletescl] = '2'",,RH,,,,
fmricuffspyn,imaging_mcc2_v01,,yesno,"<div class=""rich-text-field-label""><p style=""text-align: right;"">fMRI standard pressure</p></div>",,,,,,,"[fmricuffcompletescl] = '2'",,RH,,,,
fmricuffrest2yn,imaging_mcc2_v01,,yesno,"<div class=""rich-text-field-label""><p style=""text-align: right;"">2nd Resting state</p></div>",,,,,,,"[fmricuffcompletescl] = '2'",,RH,,,,
fmri_face_mask,imaging_mcc2_v01,,radio,"Face mask worn during imaging:","1, Yes | 0, No | 2, Mixed / not fully on - please describe in additional notes",,,,,,,,,,,,"20211105 Added this field AHACKMAN"
fmricuffdicuploaded,imaging_mcc2_v01,,yesno,"Dicom files uploaded to TACC:",,,,,,,,,RH,,,,
fmricuffdicupdate,imaging_mcc2_v01,,text,"Upload date/time",,,datetime_mdy,,,,"[fmricuffdicuploaded] = '1'",,RH,,,,
fmricuffnotes,imaging_mcc2_v01,,notes,"Additional notes for imaging",,,,,,,,,LH,,,,
bvr_dt1,baseline_visit_reset,,descriptive,"<div class=""rich-text-field-label""><h5>** This form to be completed and managed by the DIRC Team **</h5></div>",,,,,,,,,,,,,
bvr_visit_date,baseline_visit_reset,,text,"Collection date of Baseline Forms being reset:",,,date_mdy,,,,,,,,,,
bvr_data_file,baseline_visit_reset,,file,"Upload zip file with collected baseline visit data prior to reset:
",,,,,,,,,,,,,
svf_anyfeedback,study_visit_feedback_v03,,radio,"Do you have any feedback about today's visit, good or bad, that you wish to share with us?","0, No | 1, Yes",,,,,,,,LV,,,,
dt_instr1,study_visit_feedback_v03,,descriptive,"Instructions:
Check only the items mentioned, do not read each selection to the participant
Select response, other or comment ",,,,,,,"[svf_anyfeedback] = '1'",,,,,,@HIDDEN-SURVEY
dt_instr2,study_visit_feedback_v03,,descriptive,"Instructions:
Thank them and you are done",,,,,,,"[svf_anyfeedback] = '0'",,,,,,@HIDDEN-SURVEY
svf_surveys,study_visit_feedback_v03,,checkbox,,"1, Surveys",,,,,,"[svf_anyfeedback] = '1'",,LV,,,,
svf_surveys_fb,study_visit_feedback_v03,,radio,,"1, Too long | 3, Confusing / Not enough explanation | 4, Difficulties with electronic interface | 10, Other",,,,,,"[svf_surveys(1)] = '1'",,LV,,,,
svf_surveys_other,study_visit_feedback_v03,,text,"Other, specify",,,,,,,"[svf_surveys_fb] = '10'",,LV,,,,
svf_surveys_comments,study_visit_feedback_v03,,notes,Comments,,,,,,,"[svf_surveys(1)] = '1'",,LV,,,,
svf_cgh_dbr,study_visit_feedback_v03,,checkbox,,"1, Coughing and deep breathing test",,,,,,"[svf_anyfeedback] = '1'",,LV,,,,
svf_cgh_dbr_fb,study_visit_feedback_v03,,radio,,"1, Too long | 3, Confusing / Not enough explanation | 10, Other",,,,,,"[svf_cgh_dbr(1)] = '1'",,LV,,,,
svf_cgh_dbr_other,study_visit_feedback_v03,,text,"Other, specify",,,,,,,"[svf_cgh_dbr_fb] = '10'",,LV,,,,
svf_cgh_dbr_comments,study_visit_feedback_v03,,notes,Comments,,,,,,,"[svf_cgh_dbr(1)] = '1'",,LV,,,,
svf_allodynia,study_visit_feedback_v03,,checkbox,,"1, Allodynia test",,,,,,"[svf_anyfeedback] = '1'",,LV,,,,
svf_allodynia_fb,study_visit_feedback_v03,,radio,,"1, Too long | 3, Confusing / Not enough explanation | 10, Other",,,,,,"[svf_allodynia(1)] = '1'",,LV,,,,
svf_allodynia_other,study_visit_feedback_v03,,text,"Other, specify",,,,,,,"[svf_allodynia_fb] = '10'",,LV,,,,
svf_allodynia_comments,study_visit_feedback_v03,,notes,Comments,,,,,,,"[svf_allodynia(1)] = '1'",,LV,,,,
svf_ppts,study_visit_feedback_v03,,checkbox,,"1, PPTs /Neuropen tests",,,,,,"[svf_anyfeedback] = '1'",,LV,,,,
svf_ppts_fb,study_visit_feedback_v03,,radio,,"1, Too long | 3, Confusing / Not enough explanation | 10, Other",,,,,,"[svf_ppts(1)] = '1'",,LV,,,,
svf_ppts_other,study_visit_feedback_v03,,text,"Other, specify",,,,,,,"[svf_ppts_fb] = '10'",,LV,,,,
svf_ppts_comments,study_visit_feedback_v03,,notes,Comments,,,,,,,"[svf_ppts(1)] = '1'",,LV,,,,
svf_coldwb,study_visit_feedback_v03,,checkbox,,"1, Cold water bath test",,,,,,"[svf_anyfeedback] = '1'",,LV,,,,
svf_coldwb_fb,study_visit_feedback_v03,,radio,,"1, Too long | 2, Too painful | 3, Confusing / Not enough explanation | 10, Other",,,,,,"[svf_coldwb(1)] = '1'",,LV,,,,
svf_coldwb_other,study_visit_feedback_v03,,text,"Other, specify",,,,,,,"[svf_coldwb_fb] = '10'",,LV,,,,
svf_coldwb_comments,study_visit_feedback_v03,,notes,Comments,,,,,,,"[svf_coldwb(1)] = '1'",,LV,,,,
svf_bdraw,study_visit_feedback_v03,,checkbox,,"1, Blood draw",,,,,,"[svf_anyfeedback] = '1'",,LV,,,,
svf_bdraw_fb,study_visit_feedback_v03,,radio,,"1, Took too long | 2, Too painful | 5, Difficulty getting access | 10, Other",,,,,,"[svf_bdraw(1)] = '1'",,LV,,,,
svf_bdraw_other,study_visit_feedback_v03,,text,"Other, specify",,,,,,,"[svf_bdraw_fb] = '10'",,LV,,,,
svf_bdraw_comments,study_visit_feedback_v03,,notes,Comments,,,,,,,"[svf_bdraw(1)] = '1'",,LV,,,,
svf_cuffp,study_visit_feedback_v03,,checkbox,,"1, Cuff pressure test (pre- or during imaging)",,,,,,"[svf_anyfeedback] = '1'",,LV,,,,
svf_cuffp_fb,study_visit_feedback_v03,,radio,,"1, Too long | 2, Too painful | 3, Confusing / Not enough explanation | 10, Other",,,,,,"[svf_cuffp(1)] = '1'",,LV,,,,
svf_cuffp_other,study_visit_feedback_v03,,text,"Other, specify",,,,,,,"[svf_cuffp_fb] = '10'",,LV,,,,
svf_cuffp_comments,study_visit_feedback_v03,,notes,Comments,,,,,,,"[svf_cuffp(1)] = '1'",,LV,,,,
svf_mri,study_visit_feedback_v03,,checkbox,,"1, MRI test (other than cuff portion)",,,,,,"[svf_anyfeedback] = '1'",,LV,,,,
svf_mri_fb,study_visit_feedback_v03,,radio,,"1, Too long | 6, Claustrophobia concerns | 3, Not enough explanation | 10, Other",,,,,,"[svf_mri(1)] = '1'",,LV,,,,
svf_mri_other,study_visit_feedback_v03,,text,"Other, specify",,,,,,,"[svf_mri_fb] = '10'",,LV,,,,
svf_mri_comments,study_visit_feedback_v03,,notes,Comments,,,,,,,"[svf_mri(1)] = '1'",,LV,,,,
svf_general,study_visit_feedback_v03,,checkbox,,"1, General / Other not included above",,,,,,"[svf_anyfeedback] = '1'",,LV,,,,
svf_general_fb,study_visit_feedback_v03,,radio,,"7, Logistics (finding where to go, parking) | 8, Visit too long overall | 9, Reimbursement concerns | 10, Other",,,,,,"[svf_general(1)] = '1'",,LV,,,,
svf_general_other,study_visit_feedback_v03,,text,"Other, specify",,,,,,,"[svf_general_fb] = '10'",,LV,,,,
svf_general_comments,study_visit_feedback_v03,,notes,Comments,,,,,,,"[svf_general(1)] = '1'",,LV,,,,
up_formname,form_uploads,"Use this form to upload forms/surveys that are completed on paper and have been manually entered by A2CPS staff.",checkbox,"Select the form(s) that are included in your upload file:","3, Patient Demographics Baseline v0.3 (Demographics I) | 4, Other Pain Treatments v3 (Other Treatments) | 5, Other Medical Surgical Treatments II v0.5 | 6, Patient Global Impression of Change (PGIC) | 7, BPI-SF - The Brief Pain Inventory v0.2 - Short Form (BPI) | 8, Symptom Severity Index v1.0 (SSI) | 9, Pain Detect Questionnaire (PD-Q) | 10, Danish Thoracic Surgery Questionnaire v0.2 | 11, Deep Breathing and Coughing v1.0 | 12, PROMIS SF v1.2 - Physical Function 8b | 13, PROMIS SF v1.0 - Sleep Disturbance 6a (Sleep I) | 14, Pain-Sleep Duration (Sleep II) | 15, PROMIS SF v1.0 - Fatigue 7a | 16, Generalized Anxiety Disorder 7 Item (GAD7) Scale Score | 17, Patient Health Questionnaire Depression Scale (PHQ) Scored | 18, Pain Catastrophizing Questionnaire (PCS6) | 19, Fear-Avoidance Beliefs Questionnaire v0.2 (FABQ) | 20, Pain Resilience Scale (PRS) | 21, PROMIS SF v2.0 - Emotional Support 6a | 22, PROMIS SF v2.0 - Instrumental Support 6a | 23, Multidimensional Inventory of Subjective Cognitive Impairment v1.0 (MISCI) | 24, Adverse Childhood Experience Questionnaire (ACE) | 25, TAPS-1 | 26, TAPS-2 | 27, Opioid Use Baseline v1.0 (Opioid Use I) | 28, Opioid Use Acute Followup v1.0 (Opioid Use II) | 29, Opioid Use Longterm Followup v1.0 (Opioid Use III) | 30, Opioid Side Effects and Likeability v0.3 (Side Effects) | 31, Opioid and Pain Control Satisfaction v0.2 (Satisfaction) | 32, Current Opioid Misuse v0.2 (COMM) | 33, Rapid Assessment of Physical Activity v1.0 (RAPA) | 34, General Sensory Sensitivity v0.2 (GSS-8) | 35, The Big Five Inventory (BFI-2-S) | 36, Patient Demographics Full Part 2 v0.3 (Demographics II) | 37, Self-Administered Comorbidity Questionnaire v4 (SCQ) | 38, Expectation Items MCC2 v0.2 | 39, Acute Phase Trajectory items v0.1 (Acute Daily) | 40, Acute Phase Trajectory items v0.1 (6-month Daily) | 41, 12-Month Remote Follow-up v0.2 (12-Month Follow-up) | 42, Functional Testing - Deep Breathing and Coughing MCC2 v1.0 | 43, QST MCC2 v0.5 | 44, Current Medications v0.2 | 45, Blood Sample Collection and Processing v0.2 | 46, Imaging Items v0.1 | 47, Imaging MCC2 v0.4 | 48, Study Visit Feedback MCC2 v0.2 | 50, Other, specify",,,,,,,,,,,,
